station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
1.0, None, None, None, None, None, None, 1976-11-01 06:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1976-11-02 06:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1976-11-03 06:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1976-11-04 06:00:00, None, None, None, 0.0
2.0, None, None, None, None, None, None, 1976-11-05 06:00:00, None, None, None, 0.0
1.0, None, None, None, None, None, None, 1976-11-06 06:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1976-11-07 06:00:00, None, None, None, 0.0
3.0, None, None, None, None, None, None, 1976-11-08 06:00:00, None, None, None, 0.0
6.0, None, None, None, None, None, None, 1976-11-09 06:00:00, None, None, None, 0.0
0.0, None, None, None, None, None, None, 1976-11-10 06:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1976-11-12 06:00:00, None, None, None, 0.0
-3.0, None, None, None, None, None, None, 1976-11-13 06:00:00, None, None, None, 0.0
-4.0, None, None, None, None, None, None, 1976-11-14 06:00:00, None, None, None, 0.0
-4.0, None, None, 5.0, None, None, None, 1976-11-15 06:00:00, None, None, None, 5.0
-2.0, None, None, 3.0, None, None, None, 1976-11-16 06:00:00, None, None, None, 8.0
3.0, None, None, None, None, None, None, 1976-11-17 06:00:00, None, None, None, None
-3.0, None, None, 1.0, None, None, None, 1976-11-18 06:00:00, None, None, None, None
-3.0, None, None, 3.0, None, None, None, 1976-11-19 06:00:00, None, None, None, None
-4.0, None, None, None, None, None, None, 1976-11-20 06:00:00, None, None, None, None
-6.0, None, None, 2.0, None, None, None, 1976-11-21 06:00:00, None, None, None, None
-8.0, None, None, 1.0, None, None, None, 1976-11-22 06:00:00, None, None, None, None
-3.0, None, None, 5.0, None, None, None, 1976-11-23 06:00:00, None, None, None, None
-2.0, None, None, 5.0, None, None, None, 1976-11-24 06:00:00, None, None, None, None
-2.0, None, None, None, None, None, None, 1976-11-25 06:00:00, None, None, None, None
-8.0, None, None, None, None, None, None, 1976-11-26 06:00:00, None, None, None, None
-12.0, None, None, None, None, None, None, 1976-11-27 06:00:00, None, None, None, None
-15.0, None, None, None, None, None, None, 1976-11-28 06:00:00, None, None, None, None
-10.0, None, None, None, None, None, None, 1976-11-29 06:00:00, None, None, None, None
-5.0, None, None, None, None, None, None, 1976-11-30 06:00:00, None, None, None, None
-4.0, None, None, None, None, None, None, 1976-12-01 06:00:00, None, None, None, None
-4.0, None, None, None, None, None, None, 1976-12-02 06:00:00, None, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-03 06:00:00, None, None, None, None
-3.0, None, None, None, None, None, None, 1976-12-04 06:00:00, None, None, None, None
-9.0, None, None, None, None, None, None, 1976-12-05 06:00:00, None, None, None, None
-4.0, None, None, 6.0, None, None, None, 1976-12-06 06:00:00, None, None, None, None
-3.0, None, None, 8.0, None, None, None, 1976-12-07 06:00:00, None, None, None, None
-1.0, None, None, 10.0, None, None, None, 1976-12-08 06:00:00, None, None, None, None
-6.0, None, None, 4.0, None, None, None, 1976-12-09 06:00:00, None, None, None, None
-3.0, None, None, 6.0, None, None, None, 1976-12-10 06:00:00, None, None, None, None
-2.0, None, None, 3.0, None, None, None, 1976-12-11 06:00:00, None, None, None, None
-4.0, None, None, 1.0, None, None, None, 1976-12-12 06:00:00, None, None, None, None
-4.0, None, None, None, None, None, None, 1976-12-13 06:00:00, None, None, None, None
0.0, None, None, 5.0, None, None, None, 1976-12-14 06:00:00, None, None, None, None
-1.0, None, None, None, None, None, None, 1976-12-15 06:00:00, None, None, None, None
4.0, None, None, None, None, None, None, 1976-12-16 06:00:00, None, None, None, None
4.0, None, None, None, None, None, None, 1976-12-17 06:00:00, None, None, None, None
1.0, None, None, None, None, None, None, 1976-12-18 06:00:00, None, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-19 06:00:00, None, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-20 06:00:00, None, None, None, None
-4.0, None, None, None, None, None, None, 1976-12-21 06:00:00, None, None, None, None
-2.0, None, None, None, None, None, None, 1976-12-22 06:00:00, None, None, None, None
-2.0, None, None, 2.0, None, None, None, 1976-12-23 06:00:00, None, None, None, None
-6.0, None, None, None, None, None, None, 1976-12-24 06:00:00, None, None, None, None
-2.0, None, None, 7.0, None, None, None, 1976-12-25 06:00:00, None, None, None, None
-2.0, None, None, 13.0, None, None, None, 1976-12-26 06:00:00, None, None, None, None
-4.0, None, None, 2.0, None, None, None, 1976-12-27 06:00:00, None, None, None, None
-4.0, None, None, None, None, None, None, 1976-12-28 06:00:00, None, None, None, None
-5.0, None, None, None, None, None, None, 1976-12-29 06:00:00, None, None, None, None
-8.0, None, None, None, None, None, None, 1976-12-30 06:00:00, None, None, None, None
-9.0, None, None, None, None, None, None, 1976-12-31 06:00:00, None, None, None, None
-10.0, None, None, 1.0, None, None, None, 1977-01-02 08:00:00, None, None, None, None
-15.0, None, None, None, None, None, None, 1977-01-03 08:00:00, None, None, None, None
-10.0, None, None, None, None, None, None, 1977-01-03 15:00:00, None, None, None, None
-20.0, None, None, None, None, None, None, 1977-01-04 08:00:00, None, None, None, None
-7.0, None, None, None, None, None, None, 1977-01-04 15:00:00, None, None, None, None
-20.0, None, None, None, None, None, None, 1977-01-05 08:00:00, None, None, None, None
