station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-5.0, None, 0.0, 0.0, -11.0, -2.0, 1984-12-10 15:30:00, None, 36.0
-7.0, None, 1.0, 1.0, -11.0, -5.0, 1984-12-11 07:00:00, None, 37.0
-5.0, None, 3.0, 2.0, -6.0, -4.0, 1984-12-11 16:00:00, None, 37.0
-6.0, None, 5.0, 4.0, -6.0, -4.0, 1984-12-12 07:00:00, None, 41.0
-6.0, None, 10.0, 6.0, -7.0, -3.0, 1984-12-13 07:00:00, None, 43.0
-3.5, None, 0.0, 0.0, -6.0, -3.5, 1984-12-13 15:00:00, None, 43.0
-2.0, None, 24.0, 24.0, -4.0, -2.0, 1984-12-14 07:00:00, None, 63.0
-2.0, None, 20.0, 3.0, -2.0, -1.0, 1984-12-14 16:00:00, None, 65.0
-18.0, None, 30.0, 10.0, -19.0, -2.0, 1984-12-15 07:00:00, None, 65.0
-21.0, None, None, None, -21.0, -15.0, 1984-12-15 16:30:00, None, 70.0
-21.0, None, None, None, -33.0, -19.0, 1984-12-16 07:00:00, None, 70.0
-30.0, None, None, None, -30.0, -20.0, 1984-12-17 07:00:00, None, 63.0
-25.0, None, None, None, -25.0, -20.0, 1984-12-17 15:00:00, None, 63.0
-23.0, None, 3.0, 3.0, -36.5, -21.0, 1984-12-18 07:00:00, None, 61.0
-16.0, None, 4.0, 1.0, -23.0, -16.0, 1984-12-18 15:45:00, None, 62.0
-14.0, None, 12.0, 9.0, -17.0, -14.0, 1984-12-19 07:00:00, None, 70.0
-10.0, None, 16.0, 4.0, -15.0, -10.0, 1984-12-19 15:30:00, None, 72.0
-8.0, None, 38.0, 26.0, -10.0, -8.0, 1984-12-20 07:00:00, None, 91.0
-6.0, None, 47.0, 16.0, -8.0, -6.0, 1984-12-20 15:00:00, None, 95.0
-17.0, None, 48.0, 9.0, -25.0, -5.0, 1984-12-21 07:00:00, None, 100.0
-16.0, None, 1.0, 1.0, -17.0, -15.0, 1984-12-21 15:00:00, None, 101.0
-15.0, None, 5.0, 5.0, -18.0, -15.0, 1984-12-22 07:00:00, None, 97.0
-11.0, None, 20.0, 13.0, -14.0, -11.0, 1984-12-22 18:30:00, None, 100.0
-17.0, None, 20.0, 1.0, -20.0, -11.0, 1984-12-23 07:00:00, None, 100.0
-15.0, None, 1.0, 1.0, -20.0, -15.0, 1984-12-24 07:00:00, None, 90.0
-10.0, None, 6.0, 5.0, -19.0, -9.0, 1984-12-24 16:00:00, None, 95.0
-8.0, None, 23.0, 18.0, -10.0, -7.5, 1984-12-25 09:00:00, None, 105.0
-20.0, None, 21.0, 11.0, -20.0, -7.0, 1984-12-27 07:00:00, None, 100.0
-21.0, None, 0.0, 0.0, -24.0, -20.0, 1984-12-27 14:30:00, None, 100.0
-22.0, None, 0.0, 0.0, -24.0, -21.0, 1984-12-28 07:00:00, None, 95.0
-22.0, None, 0.0, 0.0, -24.0, -21.0, 1984-12-28 14:30:00, None, 95.0
-36.0, None, 0.0, 0.0, -38.0, -32.0, 1984-12-29 07:00:00, None, 90.0
-35.0, None, 0.0, 0.0, -36.0, -30.0, 1984-12-29 17:00:00, None, 90.0
-42.0, None, 0.0, 0.0, -42.0, -36.0, 1984-12-30 07:00:00, None, 89.0
-35.0, None, None, None, -42.0, -33.0, 1984-12-30 14:30:00, None, 88.0
-37.0, None, 0.0, 0.0, -41.0, -34.0, 1984-12-31 07:00:00, None, 85.0
-28.0, None, None, None, -41.0, -28.0, 1984-12-31 15:00:00, None, 85.0
