station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, INTERVAL_SNOW, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, MEASURED_WIND_SPEED1, MEASURED_WIND_DIRECTION1, HEIGHT_OF_SNOW
None, None, None, None, -4.0, None, 2.0, 1969-11-01 07:00:00, None, None, None, None
None, None, None, None, -1.0, None, 3.0, 1969-11-02 07:00:00, None, None, None, None
None, None, None, None, -1.0, None, 4.0, 1969-11-03 07:00:00, None, None, None, None
None, None, None, None, -2.0, None, 2.0, 1969-11-04 07:00:00, None, None, None, None
None, None, None, None, -3.0, None, 3.0, 1969-11-05 07:00:00, None, None, None, None
None, None, None, 8.0, -1.0, None, 1.0, 1969-11-06 07:00:00, None, None, None, None
None, None, None, None, -3.0, None, -1.0, 1969-11-07 07:00:00, None, None, None, None
None, None, None, None, -3.0, None, -1.0, 1969-11-08 07:00:00, None, None, None, None
None, None, None, 3.0, -1.0, None, 0.0, 1969-11-09 07:00:00, None, None, None, None
None, None, None, 5.0, -3.0, None, -1.0, 1969-11-10 07:00:00, None, None, None, None
None, None, None, None, -6.0, None, -1.0, 1969-11-11 07:00:00, None, None, None, None
None, None, None, 3.0, -1.0, None, -1.0, 1969-11-12 07:00:00, None, None, None, None
None, None, None, None, -5.0, None, 1.0, 1969-11-13 07:00:00, None, None, None, None
None, None, None, None, -1.0, None, 2.0, 1969-11-14 07:00:00, None, None, None, None
None, None, None, None, 0.0, None, 5.0, 1969-11-15 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, 0.0, 1969-11-16 07:00:00, None, None, None, None
None, None, None, 5.0, -12.0, None, -3.0, 1969-11-17 07:00:00, None, None, None, None
None, None, None, None, -10.0, None, -7.0, 1969-11-18 07:00:00, None, None, None, None
None, None, None, 9.0, -4.0, None, -3.0, 1969-11-19 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, -2.0, 1969-11-20 07:00:00, None, None, None, None
None, None, None, 18.0, -3.0, None, -2.0, 1969-11-21 07:00:00, None, None, None, None
None, None, None, 5.0, -7.0, None, -3.0, 1969-11-22 07:00:00, None, None, None, None
None, None, None, 4.0, -5.0, None, -4.0, 1969-11-23 07:00:00, None, None, None, None
None, None, None, 21.0, -7.0, None, -3.0, 1969-11-24 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -7.0, 1969-11-25 07:00:00, None, None, None, None
None, None, None, None, -13.0, None, -6.0, 1969-11-26 07:00:00, None, None, None, None
None, None, None, None, -10.0, None, -6.0, 1969-11-27 07:00:00, None, None, None, None
None, None, None, None, -8.0, None, -7.0, 1969-11-28 07:00:00, None, None, None, None
None, None, None, None, -4.0, None, 0.0, 1969-11-29 07:00:00, None, None, None, None
None, None, None, None, -6.0, None, 0.0, 1969-11-30 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, 0.0, 1969-12-01 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, -2.0, 1969-12-02 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, -1.0, 1969-12-03 07:00:00, None, None, None, None
None, None, None, 1.0, -9.0, None, -1.0, 1969-12-04 07:00:00, None, None, None, None
None, None, None, None, -13.0, None, -8.0, 1969-12-05 07:00:00, None, None, None, None
None, None, None, None, -14.0, None, -9.0, 1969-12-06 07:00:00, None, None, None, None
None, None, None, 4.0, -18.0, None, -7.0, 1969-12-07 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -12.0, 1969-12-08 07:00:00, None, None, None, None
None, None, None, 6.0, -12.0, None, -9.0, 1969-12-09 07:00:00, None, None, None, None
None, None, None, 5.0, -12.0, None, -8.0, 1969-12-10 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, -4.0, 1969-12-11 07:00:00, None, None, None, None
None, None, None, 30.0, -9.0, None, -1.0, 1969-12-12 07:00:00, None, None, None, None
None, None, None, None, -5.0, None, -1.0, 1969-12-13 07:00:00, None, None, None, None
None, None, None, 10.0, -4.0, None, -1.0, 1969-12-14 07:00:00, None, None, None, None
None, None, None, 18.0, -7.0, None, 0.0, 1969-12-15 07:00:00, None, None, None, None
None, None, None, None, -8.0, None, -4.0, 1969-12-16 07:00:00, None, None, None, None
None, None, None, 14.0, -8.0, None, -7.0, 1969-12-17 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, -4.0, 1969-12-18 07:00:00, None, None, None, None
None, None, None, 6.0, -7.0, None, -2.0, 1969-12-19 07:00:00, None, None, None, None
None, None, None, 8.0, -3.0, None, -1.0, 1969-12-20 07:00:00, None, None, None, None
None, None, None, 8.0, -4.0, None, -2.0, 1969-12-21 07:00:00, None, None, None, None
None, None, None, 11.0, -4.0, None, -2.0, 1969-12-22 07:00:00, None, None, None, None
None, None, None, 23.0, -8.0, None, -4.0, 1969-12-23 07:00:00, None, None, None, None
None, None, None, 5.0, -12.0, None, -4.0, 1969-12-24 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -9.0, 1969-12-25 07:00:00, None, None, None, None
None, None, None, None, -11.0, None, -8.0, 1969-12-26 07:00:00, None, None, None, None
None, None, None, 3.0, -15.0, None, -8.0, 1969-12-27 07:00:00, None, None, None, None
None, None, None, None, -20.0, None, -9.0, 1969-12-28 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -12.0, 1969-12-29 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -9.0, 1969-12-30 07:00:00, None, None, None, None
None, None, None, None, -13.0, None, -9.0, 1969-12-31 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -12.0, 1970-01-01 07:00:00, None, None, None, None
None, None, None, None, -15.0, None, -12.0, 1970-01-02 07:00:00, None, None, None, None
None, None, None, None, -15.0, None, -12.0, 1970-01-03 07:00:00, None, None, None, None
None, None, None, None, -17.0, None, -11.0, 1970-01-04 07:00:00, None, None, None, None
None, None, None, None, -19.0, None, -14.0, 1970-01-05 07:00:00, None, None, None, None
None, None, None, None, -19.0, None, -14.0, 1970-01-06 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -15.0, 1970-01-07 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -11.0, 1970-01-08 07:00:00, None, None, None, None
None, None, None, 13.0, -12.0, None, -7.0, 1970-01-09 07:00:00, None, None, None, None
None, None, None, 10.0, -14.0, None, -3.0, 1970-01-10 07:00:00, None, None, None, None
None, None, None, 18.0, -16.0, None, -4.0, 1970-01-11 07:00:00, None, None, None, None
None, None, None, 43.0, -8.0, None, -7.0, 1970-01-12 07:00:00, None, None, None, None
None, None, None, None, -8.0, None, -6.0, 1970-01-13 07:00:00, None, None, None, None
None, None, None, 49.0, -4.0, None, -2.0, 1970-01-14 07:00:00, None, None, None, None
None, None, None, 8.0, -12.0, None, -1.0, 1970-01-15 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -11.0, 1970-01-16 07:00:00, None, None, None, None
None, None, None, None, -19.0, None, -11.0, 1970-01-17 07:00:00, None, None, None, None
None, None, None, 8.0, -12.0, None, -9.0, 1970-01-18 07:00:00, None, None, None, None
None, None, None, 8.0, -17.0, None, -11.0, 1970-01-19 07:00:00, None, None, None, None
None, None, None, 23.0, -9.0, None, -3.0, 1970-01-20 07:00:00, None, None, None, None
None, None, None, 10.0, -8.0, None, -4.0, 1970-01-21 07:00:00, None, None, None, None
None, None, None, 18.0, -9.0, None, -4.0, 1970-01-22 07:00:00, None, None, None, None
None, None, None, 15.0, -7.0, None, -2.0, 1970-01-23 07:00:00, None, None, None, None
None, None, None, 4.0, -9.0, None, -1.0, 1970-01-24 07:00:00, None, None, None, None
None, None, None, 28.0, -8.0, None, -7.0, 1970-01-25 07:00:00, None, None, None, None
None, None, None, 10.0, -7.0, None, -4.0, 1970-01-26 07:00:00, None, None, None, None
None, None, None, 36.0, -7.0, None, -6.0, 1970-01-27 07:00:00, None, None, None, None
None, None, None, 15.0, -12.0, None, -6.0, 1970-01-28 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -8.0, 1970-01-29 07:00:00, None, None, None, None
None, None, None, None, -13.0, None, -8.0, 1970-01-30 07:00:00, None, None, None, None
None, None, None, 13.0, -7.0, None, -3.0, 1970-01-31 07:00:00, None, None, None, None
None, None, None, 46.0, -8.0, None, -4.0, 1970-02-01 07:00:00, None, None, None, None
None, None, None, 8.0, -8.0, None, -6.0, 1970-02-02 07:00:00, None, None, None, None
None, None, None, 10.0, -8.0, None, -4.0, 1970-02-03 07:00:00, None, None, None, None
None, None, None, None, -11.0, None, -3.0, 1970-02-04 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -8.0, 1970-02-05 07:00:00, None, None, None, None
None, None, None, 3.0, -12.0, None, -4.0, 1970-02-06 07:00:00, None, None, None, None
None, None, None, None, -11.0, None, -2.0, 1970-02-07 07:00:00, None, None, None, None
None, None, None, None, -9.0, None, 0.0, 1970-02-08 07:00:00, None, None, None, None
None, None, None, None, -8.0, None, 0.0, 1970-02-09 07:00:00, None, None, None, None
None, None, None, None, -6.0, None, 1.0, 1970-02-10 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, 2.0, 1970-02-11 07:00:00, None, None, None, None
None, None, None, None, -5.0, None, 4.0, 1970-02-12 07:00:00, None, None, None, None
None, None, None, 5.0, -7.0, None, 2.0, 1970-02-13 07:00:00, None, None, None, None
None, None, None, 8.0, -3.0, None, -1.0, 1970-02-14 07:00:00, None, None, None, None
None, None, None, 10.0, -3.0, None, -1.0, 1970-02-15 07:00:00, None, None, None, None
None, None, None, 23.0, -4.0, None, -2.0, 1970-02-16 07:00:00, None, None, None, None
None, None, None, 43.0, -4.0, None, 0.0, 1970-02-17 07:00:00, None, None, None, None
None, None, None, 28.0, -6.0, None, -3.0, 1970-02-18 07:00:00, None, None, None, None
None, None, None, None, -7.0, None, -4.0, 1970-02-19 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -2.0, 1970-02-20 07:00:00, None, None, None, None
None, None, None, None, -12.0, None, -2.0, 1970-02-21 07:00:00, None, None, None, None
None, None, None, None, -11.0, None, 0.0, 1970-02-22 07:00:00, None, None, None, None
None, None, None, None, -9.0, None, -1.0, 1970-02-23 07:00:00, None, None, None, None
None, None, None, None, -11.0, None, 0.0, 1970-02-24 07:00:00, None, None, None, None
None, None, None, None, -10.0, None, 1.0, 1970-02-25 07:00:00, None, None, None, None
None, None, None, None, -10.0, None, 1.0, 1970-02-26 07:00:00, None, None, None, None
None, None, None, 5.0, -8.0, None, 2.0, 1970-02-27 07:00:00, None, None, None, None
None, None, None, 28.0, -14.0, None, -10.0, 1970-02-28 07:00:00, None, None, None, None
None, None, None, None, -16.0, None, -12.0, 1970-03-01 07:00:00, None, None, None, None
None, None, None, 20.0, -16.0, None, -12.0, 1970-03-02 07:00:00, None, None, None, None
None, None, None, 13.0, -17.0, None, -9.0, 1970-03-03 07:00:00, None, None, None, None
None, None, None, None, -18.0, None, -11.0, 1970-03-04 07:00:00, None, None, None, None
None, None, None, None, -15.0, None, -9.0, 1970-03-05 07:00:00, None, None, None, None
None, None, None, 4.0, -13.0, None, -7.0, 1970-03-06 07:00:00, None, None, None, None
None, None, None, 15.0, -11.0, None, -2.0, 1970-03-07 07:00:00, None, None, None, None
None, None, None, 5.0, -10.0, None, -1.0, 1970-03-08 07:00:00, None, None, None, None
None, None, None, 3.0, -12.0, None, -2.0, 1970-03-09 07:00:00, None, None, None, None
None, None, None, None, -14.0, None, 0.0, 1970-03-10 07:00:00, None, None, None, None
