station_observations
CURRENT_AIR_TEMPERATURE1, RELATIVE_HUMIDITY1, STORM_SNOW, STANDARD_SNOW, MINIMUM_AIR_TEMPERATURE, MAXIMUM_AIR_TEMPERATURE, time, PRECIPITATION_NEW, HEIGHT_OF_SNOW
-4.0, 70.0, None, None, -8.0, -4.0, 1982-11-09 10:15:00, None, 0.0
-9.0, 73.0, None, None, -9.0, -4.0, 1982-11-09 18:00:00, None, None
-9.0, 85.0, None, None, -8.5, -1.0, 1982-11-10 10:00:00, None, 0.0
-8.0, 71.0, None, None, -11.0, -5.0, 1982-11-10 18:00:00, None, None
-11.0, 94.0, None, None, -11.0, -8.0, 1982-11-11 08:00:00, None, None
-8.0, 71.0, None, None, -11.0, -3.0, 1982-11-11 16:00:00, None, None
-7.0, 95.0, None, None, -9.0, -7.0, 1982-11-12 08:00:00, None, None
-7.0, 95.0, None, None, -7.0, -3.0, 1982-11-12 16:00:00, None, None
-11.0, 90.0, None, None, -12.0, -7.0, 1982-11-13 08:00:00, None, None
-9.0, 80.0, None, None, -11.0, -4.0, 1982-11-13 16:00:00, None, None
-13.0, 90.0, None, None, -13.0, -10.0, 1982-11-14 06:00:00, None, None
-9.0, 88.0, None, None, -13.0, -5.0, 1982-11-14 18:00:00, None, None
0.0, 65.0, None, None, None, None, 1982-11-15 12:00:00, None, 0.0
-6.5, 69.0, None, None, -9.0, -3.0, 1982-11-15 18:00:00, None, None
0.0, 75.0, None, None, -3.5, 0.0, 1982-11-16 09:55:00, None, 0.0
0.0, 75.0, None, None, -1.0, 0.5, 1982-11-16 12:00:00, None, 0.0
-6.0, 92.0, None, None, -6.5, -3.0, 1982-11-17 06:00:00, None, None
1.5, 76.0, None, None, -3.5, 2.0, 1982-11-17 14:30:00, None, 2.0
1.0, 63.0, None, None, -4.0, 0.0, 1982-11-18 12:00:00, None, 1.0
-9.0, 83.0, None, None, -9.0, -4.0, 1982-11-18 18:00:00, None, None
-8.0, 85.0, None, None, -10.0, -4.0, 1982-11-19 06:00:00, None, None
2.0, 84.0, None, None, -7.0, -4.0, 1982-11-19 14:20:00, None, None
-11.0, 72.0, None, None, -11.0, -10.0, 1982-11-20 06:00:00, None, None
-12.0, 65.0, None, None, -12.0, -9.0, 1982-11-20 18:00:00, None, None
-16.0, 70.0, None, None, -16.0, -12.0, 1982-11-21 06:00:00, None, None
-19.0, 80.0, None, None, -19.0, -13.0, 1982-11-21 18:00:00, None, None
-15.0, 73.0, None, None, -19.0, -15.0, 1982-11-22 06:00:00, None, None
-10.0, 68.0, None, None, -15.5, -9.0, 1982-11-22 13:40:00, None, 2.0
-11.0, 80.0, None, None, -13.5, -9.0, 1982-11-23 08:45:00, None, 2.0
-13.0, 89.0, None, None, -15.0, -10.0, 1982-11-23 18:00:00, None, None
-5.0, 68.0, None, None, -5.0, -4.0, 1982-11-24 12:20:00, None, None
-14.0, 90.0, None, None, -15.0, -12.0, 1982-11-24 18:00:00, None, None
-12.0, 80.0, None, None, -14.0, -11.0, 1982-11-25 06:00:00, None, None
-7.0, 75.0, None, None, -12.0, -7.0, 1982-11-25 13:15:00, None, None
-9.0, 81.0, None, None, -11.0, -9.0, 1982-11-26 06:00:00, None, None
-4.0, 76.0, None, None, -8.0, -4.0, 1982-11-26 13:30:00, None, 0.0
-5.0, 88.0, None, None, -8.0, -5.0, 1982-11-27 06:00:00, None, None
-5.0, 96.0, None, None, -5.0, -3.0, 1982-11-27 18:00:00, None, None
-4.0, 95.0, None, None, -5.0, -4.0, 1982-11-28 06:00:00, None, None
-5.0, 93.0, None, None, -5.0, -2.5, 1982-11-28 18:00:00, None, None
0.0, 88.0, None, None, -4.0, 1.0, 1982-11-29 11:00:00, None, None
-4.5, 88.0, None, None, -4.5, -2.0, 1982-11-29 18:00:00, None, None
